CLASS_YR,GENDER,MAJOR,current_donor_status,DNR_GIVING,DNR_TOTAL_YEARS,first_gift,last_gift,last_gift_amount,last_gift_for,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Q12_1,Q13,Q14_1_1,Q14_2_1,Q14_3_1,Q14_4_1,Q14_5_1,Q14_6_1,Q14_7_1,Q14_8_1,Q14_9_1,Q14_10_1,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q17,Q2_1,Q2_2,Q2_3,Q2_5,Q2_7,Q2_8,Q2_10,Q2_11,Q2_13,Q2_14,Q1 - Topics
2016,F,Psychology,Sybunt,2,1,5/18/2016,5/18/2016,2,Wesleyan Fund - Financial Aid,1/11/2018 19:52,1/11/2018 20:49,IP Address,24.44.146.234,17,3423,FALSE,1/18/2018 20:49,R_3LXAIIJTGsz0DKd,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,More than once,Once,More than once,More than once,More than once,Often,Never,Very often,Often,Once,
2017,F,Neuroscience And Behavior Program,Lybunt,15,1,5/2/2017,5/2/2017,15,Wesleyan Fund - Financial Aid,1/11/2018 20:53,1/11/2018 20:56,IP Address,70.214.106.30,83,199,FALSE,1/18/2018 20:56,R_9mGl4OvBMPvvKmZ,,,email,EN,8,3,7,4,6,15,10,7,3,,,,,,,,,,,,5,Reject,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,6,More than once,Never,More than once,More than once,More than once,Very often,More than once,More than once,Once,Once,
2013,M,English,Sybunt,38,2,6/27/2013,8/15/2013,15,Wesleyan Fund - Financial Aid,1/11/2018 20:58,1/11/2018 20:59,IP Address,67.189.57.163,6,25,FALSE,1/18/2018 20:59,R_1FRJ8xMT0Bbz86m,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,M,Computer Science,Lybunt,5,1,5/2/2017,5/2/2017,5,Wesleyan Fund - Financial Aid,1/11/2018 21:57,1/11/2018 21:59,IP Address,24.16.210.231,33,106,FALSE,1/18/2018 21:59,R_RFbWb5ho93EfzZD,,,email,EN,,,,,,,,,,10,9,8,7,6,5,4,3,2,1,0,5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,,,,,,,,,,,
2015,F,Sociology,Sybunt,5,1,5/20/2015,5/20/2015,5,Wesleyan Fund - Financial Aid,1/11/2018 21:59,1/11/2018 22:04,IP Address,209.6.209.203,22,279,FALSE,1/18/2018 22:04,R_3DbYZXfR7k7al86,,,email,EN,,,,,,,,,,10,2,4,7,8,10,13,16,18,20,22,,,,,,,,,,,,,10,,,,,,,,,,,
2013,F,Sociology,Lybunt,20,2,11/21/2015,11/29/2016,10,Wesleyan Fund - Financial Aid,1/11/2018 21:29,1/11/2018 22:05,IP Address,128.12.244.5,33,2171,FALSE,1/18/2018 22:05,R_2zjA1dvwATzlYCB,,,email,EN,,,,,,,,,,3,2,3,5,6,8,9,11,12,14,15,0,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,,,,,,,,,,,
2014,M,Physics,Lybunt,83,5,6/27/2013,11/29/2016,15,Wesleyan Fund - Financial Aid,1/11/2018 22:38,1/11/2018 22:53,IP Address,103.78.21.105,94,881,FALSE,1/18/2018 22:53,R_XjfT3FVxvivWaNX,,,email,EN,15,10,0,12,0,0,0,0,10,10,2,4,6,8,10,12,14,16,18,20,10,Reject,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Once,Once,Often,More than once,Often,More than once,More than once,More than once,More than once,
2017,F,Government,Lybunt,30,2,11/12/2013,12/6/2016,5,Wesleyan Fund - Financial Aid,1/11/2018 23:13,1/11/2018 23:25,IP Address,74.108.157.183,39,711,FALSE,1/18/2018 23:25,R_2fl09dqOXgih4Ka,,,email,EN,,,,,,,,,,10,3,6,9,12,15,18,21,24,27,30,10,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,Often,Once,Once,More than once,Often,Very often,Never,Often,Very often,Once,
2013,F,Studio Arts,Sybunt,13,2,6/27/2013,8/15/2013,5,Wesleyan Fund - Financial Aid,1/12/2018 0:24,1/12/2018 0:25,IP Address,99.42.117.120,6,50,FALSE,1/19/2018 0:26,R_1isrTdtabmXDTqM,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,F,"Feminist, Gender, & Sexuality",Donor,50,1,10/17/2017,10/17/2017,50,FGSS Activities Program,1/12/2018 0:48,1/12/2018 0:49,IP Address,70.209.153.157,11,43,FALSE,1/19/2018 0:49,R_25Y302sKNPD6sWQ,,,email,EN,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,M,History,Never,0,0,NA,NA,NA,NA,1/12/2018 0:53,1/12/2018 0:53,IP Address,50.234.189.6,6,6,FALSE,1/19/2018 0:53,R_qz1ANftjOai4a1X,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,F,English,Sybunt,1,1,5/25/2016,5/25/2016,1,Wesleyan Fund - Financial Aid,1/11/2018 17:58,1/12/2018 1:19,IP Address,108.221.142.53,6,26431,FALSE,1/19/2018 1:20,R_2WSEKQ3VMRbcqTn,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,F,Philosophy,Donor,68,5,6/27/2013,4/24/2017,10,Wesleyan Fund - Financial Aid,1/12/2018 1:54,1/12/2018 1:54,IP Address,79.179.200.248,6,30,FALSE,1/19/2018 1:55,R_12ifFTsK3Z5aBQF,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,M,Molecular Biology And Biochemistry,Lybunt,5,1,5/26/2017,5/26/2017,5,Biology Department,1/12/2018 2:51,1/12/2018 2:52,IP Address,120.137.209.229,6,80,FALSE,1/19/2018 2:53,R_3Hq3h9mxPC3h8Sx,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,M,Studio Arts,Donor,74,5,3/3/2014,11/28/2017,5,Wesleyan Fund - Financial Aid,1/12/2018 2:59,1/12/2018 3:01,IP Address,86.50.146.194,11,71,FALSE,1/19/2018 3:01,R_1DCfCAJNKvbDtR6,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Often,Never,More than once,More than once,Once,Very often,More than once,More than once,Often,Once,
2017,F,Biology,Lybunt,2,1,5/2/2017,5/2/2017,2,Wesleyan Fund,1/12/2018 9:19,1/12/2018 9:20,IP Address,157.130.21.138,6,41,FALSE,1/19/2018 9:20,R_8AFcEJJW6E2VPrP,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,M,Economics,Never,0,0,NA,NA,NA,NA,1/12/2018 9:14,1/12/2018 9:18,IP Address,69.191.241.59,22,241,FALSE,1/19/2018 9:20,R_2rwj36Vts7yQxiG,,,email,EN,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,10,Once,Never,Often,Often,Often,Once,Never,More than once,More than once,Once,
2017,F,Economics,Lybunt,2.5,1,5/30/2017,5/30/2017,3,Coach's Fund - Swimming,1/12/2018 10:04,1/12/2018 10:21,IP Address,104.246.122.104,6,1014,FALSE,1/19/2018 10:21,R_YPPOuEaJbm9nUtz,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,F,Economics,Never,0,0,NA,NA,NA,NA,1/12/2018 10:45,1/12/2018 10:48,IP Address,129.133.206.62,22,142,FALSE,1/19/2018 10:48,R_BGkxCjbzU2xgLMR,,,email,EN,,,,,,,,,,,,,,,,,,,,,4,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,3,,,,,,,,,,,
2017,M,Computer Science,Lybunt,5,1,5/24/2017,5/24/2017,5,Wesleyan Fund,1/12/2018 10:43,1/12/2018 10:48,IP Address,12.238.188.2,28,319,FALSE,1/19/2018 10:49,R_111KcECFbesypYv,,,email,EN,,,,,,,,,,2,1,2,2,3,4,5,6,7,8,9,,,,,,,,,,,,,2,Often,Never,Never,Once,More than once,Very often,Once,Very often,Very often,Very often,
2013,M,History,Sybunt,13,2,6/27/2013,8/15/2013,5,Wesleyan Fund - Financial Aid,1/12/2018 10:49,1/12/2018 10:49,IP Address,73.111.220.203,6,26,FALSE,1/19/2018 10:50,R_2Yi82Dsuwi1vMWr,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,M,History,Donor,383,6,6/27/2013,11/29/2017,25,Fund for Athletics,1/12/2018 10:50,1/12/2018 10:51,IP Address,96.67.39.158,11,61,FALSE,1/19/2018 10:51,R_2yjhYgRbtkqeLhy,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
2016,M,Biology,Sybunt,5,1,12/1/2015,12/1/2015,5,Wesleyan Fund - Financial Aid,1/12/2018 10:59,1/12/2018 10:59,IP Address,142.255.51.141,6,3,FALSE,1/19/2018 10:59,R_3dYSFHj8y5qp6ds,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,F,College Of Letters,Sybunt,18,2,6/27/2013,8/15/2013,7,Wesleyan Fund - Financial Aid,1/12/2018 10:50,1/12/2018 11:00,IP Address,73.119.124.165,28,640,FALSE,1/19/2018 11:01,R_9EleEvPxoxUOMSZ,,,email,EN,,,,,,,,,,3,,,,,,,,,,,3,Reject,Reject,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,10,,,,,,,,,,,
2018,F,Government,Never,0,0,NA,NA,NA,NA,1/12/2018 11:00,1/12/2018 11:02,IP Address,73.17.29.163,22,119,FALSE,1/19/2018 11:02,R_3KBAwPaTt0vUGLo,,,email,EN,,,,,,,,,,,,,,,,,,,,,0,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,,,,,,,,,,,
2016,M,Economics,Never,0,0,NA,NA,NA,NA,1/12/2018 11:09,1/12/2018 11:10,IP Address,70.214.118.39,61,102,FALSE,1/19/2018 11:11,R_1eEOMHv90pgSisw,,,email,EN,7,5,7,6,6,10,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,F,English,Never,0,0,NA,NA,NA,NA,1/12/2018 10:59,1/12/2018 11:12,IP Address,107.77.225.141,11,799,FALSE,1/19/2018 11:13,R_3iVhtmqohOaAoQK,,,email,EN,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,F,Theater,Sybunt,5,1,5/25/2014,5/25/2014,5,Wesleyan Fund - Financial Aid,1/12/2018 11:04,1/12/2018 11:14,IP Address,38.125.127.195,6,613,FALSE,1/19/2018 11:15,R_1fZyHQnjzQBK16z,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,F,Anthropology,Never,0,0,NA,NA,NA,NA,1/12/2018 11:15,1/12/2018 11:18,IP Address,72.169.96.118,22,200,FALSE,1/19/2018 11:19,R_1mr4qfoHJieyOpt,,,email,EN,,,,,,,,,,,,,,,,,,,,,6,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,,More than once,Never,Once,More than once,More than once,Often,Never,More than once,Once,Once,
2015,M,English,Lybunt,10,2,4/7/2016,4/7/2017,5,Wesleyan Fund,1/12/2018 10:56,1/12/2018 11:21,IP Address,24.228.123.245,22,1521,FALSE,1/19/2018 11:21,R_1dt0Qn1lIJ6ojQW,,,email,EN,,,,,,,,,,,,,,,,,,,,,5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,,Often,Never,Often,More than once,Often,Often,Once,Often,More than once,More than once,
2013,M,Film Studies,Lybunt,30,3,4/2/2015,4/6/2017,10,Wesleyan Fund,1/12/2018 11:04,1/12/2018 11:40,IP Address,67.80.54.86,11,2149,FALSE,1/19/2018 11:40,R_2BaJXytPgbTQUNW,,,email,EN,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,F,Earth And Environmental Science,Sybunt,10,2,4/30/2015,6/30/2016,5,Ann Wightman Endowed Wesleyan Scholarship Fund,1/12/2018 11:33,1/12/2018 11:48,IP Address,192.195.80.186,28,914,FALSE,1/19/2018 11:48,R_BE4E2pPEz3pjEPf,,,email,EN,,,,,,,,,,,,,,,,,,,,,10,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Never,More than once,Very often,Very often,Often,Once,Often,Often,Once,
2014,F,Psychology,Lybunt,25.14,2,5/8/2014,6/29/2017,5,Wesleyan Fund,1/12/2018 11:48,1/12/2018 11:49,IP Address,207.229.147.81,6,39,FALSE,1/19/2018 11:49,R_2Ez72rA2ZQIRng6,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,F,Art History,Donor,350,3,5/13/2016,12/5/2017,100,Wesleyan Fund,1/12/2018 11:57,1/12/2018 11:59,IP Address,108.14.98.16,11,107,FALSE,1/19/2018 11:59,R_YYPvK2a60y9RK49,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Often,Never,Often,Often,Often,Often,Often,Often,Often,More than once,
2014,M,Music,Sybunt,5,1,4/6/2015,4/6/2015,5,Wesleyan Fund - Financial Aid,1/11/2018 15:51,1/12/2018 11:59,IP Address,108.0.187.72,6,72516,FALSE,1/19/2018 12:00,R_r8fV2XTvrEVcpr3,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,M,Government,Donor,10,1,10/12/2017,10/12/2017,10,Coach's Fund - Men's Baseball,1/12/2018 12:02,1/12/2018 12:03,IP Address,174.221.139.197,6,21,FALSE,1/19/2018 12:03,R_3iOp5DgsDt8IqcD,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,F,College Of Letters,Never,0,0,NA,NA,NA,NA,1/12/2018 12:01,1/12/2018 12:03,IP Address,45.48.178.209,17,134,FALSE,1/19/2018 12:03,R_1g60xXMh2PsEhWt,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,More than once,More than once,More than once,More than once,Often,Often,Never,Often,Often,More than once,
2016,F,Science In Society Program,Never,0,0,NA,NA,NA,NA,1/12/2018 12:26,1/12/2018 12:26,IP Address,161.185.150.190,6,29,FALSE,1/19/2018 12:26,R_qUXpkhV6SRoQLN7,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,F,Philosophy,Never,0,0,NA,NA,NA,NA,1/12/2018 12:33,1/12/2018 12:34,IP Address,64.125.179.170,6,47,FALSE,1/19/2018 12:34,R_r3ee0D6sTwdAAP7,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,F,Economics,Sybunt,23,2,6/27/2013,6/12/2014,10,Wesleyan Fund - Faculty,1/11/2018 17:45,1/12/2018 12:34,IP Address,174.44.178.204,33,67721,FALSE,1/19/2018 12:34,R_3RrpFDSGw5JOwPZ,,,email,EN,,,,,,,,,,10,,,,,,,,,,,2,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Once,More than once,Often,Often,More than once,Once,Often,More than once,More than once,
2014,F,Psychology,Sybunt,5,1,5/16/2014,5/16/2014,5,Wesleyan Fund - Financial Aid,1/12/2018 12:41,1/12/2018 12:43,IP Address,172.58.184.12,6,111,FALSE,1/19/2018 12:43,R_1mOUR83g1whLkLR,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,F,Psychology,Lybunt,10,1,4/28/2017,4/28/2017,10,Wesleyan Fund - Financial Aid,1/12/2018 12:40,1/12/2018 12:48,IP Address,96.241.171.199,39,503,FALSE,1/19/2018 12:48,R_2E1cYAhsaBgLGvJ,,,email,EN,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,5,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Reject,9,More than once,More than once,Often,Often,Often,Very often,More than once,Very often,Often,Often,
2014,F,French Studies,Lybunt,125,4,12/12/2013,6/6/2017,25,Wesleyan Fund - Financial Aid,1/11/2018 15:52,1/12/2018 12:49,IP Address,69.2.127.7,11,75377,FALSE,1/19/2018 12:49,R_3Pc4BAPyd5gCe4M,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than once,More than once,Often,Often,Often,Very often,More than once,Often,Often,More than once,
2016,F,Computer Science,Never,0,0,NA,NA,NA,NA,1/12/2018 12:54,1/12/2018 12:55,IP Address,73.141.157.230,6,30,FALSE,1/19/2018 12:55,R_xaXPlVVw2xpNVFD,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,M,Music,Sybunt,5,1,11/29/2015,11/29/2015,5,Wesleyan Fund - Arts,1/12/2018 12:56,1/12/2018 12:56,IP Address,174.211.9.58,6,4,FALSE,1/19/2018 12:56,R_2Xdi0BZsbzBuipB,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,M,Psychology,Sybunt,5,1,5/19/2015,5/19/2015,5,Wesleyan Fund - Financial Aid,1/12/2018 13:01,1/12/2018 13:07,IP Address,204.118.216.38,89,398,FALSE,1/19/2018 13:08,R_27DJFXoewXv068U,,,email,EN,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,5,Reject,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,5,More than once,Never,Once,Once,More than once,Often,Never,More than once,Never,Once,
2015,F,Economics,Lybunt,10,2,5/19/2015,4/7/2017,5,Wesleyan Fund,1/12/2018 13:11,1/12/2018 13:15,IP Address,4.16.133.34,11,206,FALSE,1/19/2018 13:18,R_1MRsT5H1EkQFGdi,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than once,More than once,More than once,More than once,Often,Often,Once,Often,More than once,Once,
2017,F,English,Lybunt,5,1,11/28/2016,11/28/2016,5,Wesleyan Fund - Financial Aid,1/12/2018 13:12,1/12/2018 13:17,IP Address,108.203.56.245,78,287,FALSE,1/19/2018 13:18,R_2ylOM1m78unWfqW,,,email,EN,5,2,10,4,7,9,8,8,2,5,1,3,4,6,7,9,10,12,13,15,,,,,,,,,,,,,,More than once,Never,Never,More than once,More than once,More than once,Once,More than once,More than once,Never,
2014,F,Government,Sybunt,25,1,6/27/2013,6/27/2013,25,Wesleyan Fund - Financial Aid,1/12/2018 13:12,1/12/2018 13:21,IP Address,67.80.54.86,39,547,FALSE,1/19/2018 13:21,R_vN6BySCNR8RA7dL,,,email,EN,,,,,,,,,,3,1,3,4,6,7,9,10,12,13,15,2,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,6,More than once,Never,More than once,More than once,More than once,Often,Never,Often,More than once,Once,
2017,F,Theater,Sybunt,5,1,6/24/2016,6/24/2016,5,Wesleyan Fund - Arts,1/12/2018 13:36,1/12/2018 13:37,IP Address,108.203.56.245,11,60,FALSE,1/19/2018 13:43,R_25F1BHkZIEhe2kX,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than once,Very often,Very often,Often,More than once,Once,Never,Often,Often,Often,
2013,M,Economics,Sybunt,23,2,6/27/2013,8/15/2013,9,Wesleyan Fund - Financial Aid,1/12/2018 13:30,1/12/2018 13:48,IP Address,38.142.141.202,17,1083,FALSE,1/19/2018 13:53,R_3hi4gzhhUwxQI8L,,,email,EN,,,,,,,,,,4,0,0,1,3,5,7,9,11,13,15,,,,,,,,,,,,,,,,,,,,,,,,
2018,F,History,Donor,5,1,9/28/2017,9/28/2017,5,Wesleyan Fund - Financial Aid,1/11/2018 21:13,1/12/2018 13:56,IP Address,24.30.50.110,17,60171,FALSE,1/19/2018 13:57,R_2ylKR2USQO1s54u,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,More than once,Very often,Often,More than once,More than once,Very often,Once,Often,More than once,Never,
2014,F,Art History,Lybunt,35,2,2/28/2014,4/20/2017,15,Art History Program,1/12/2018 13:55,1/12/2018 13:58,IP Address,200.56.56.114,11,140,FALSE,1/19/2018 13:58,R_3RlKrBVNiwpAnuP,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than once,More than once,Once,Very often,Very often,Very often,Once,Often,More than once,Often,
2014,M,Mathematics/Economics,Sybunt,10,1,3/6/2016,3/6/2016,10,Wesleyan Fund - Financial Aid,1/12/2018 14:02,1/12/2018 14:03,IP Address,74.71.15.182,6,28,FALSE,1/19/2018 14:04,R_30i8HRLBt4g4StA,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,F,Film Studies,Sybunt,10,2,5/21/2015,6/22/2016,5,Wesleyan Fund - Financial Aid,1/12/2018 14:05,1/12/2018 14:05,IP Address,104.62.29.181,6,18,FALSE,1/19/2018 14:05,R_3oMcWIQZwuzqd6F,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,F,Government,Never,0,0,NA,NA,NA,NA,1/12/2018 14:14,1/12/2018 14:14,IP Address,172.56.35.191,6,11,FALSE,1/19/2018 14:14,R_zSuKbg1MsQQTTHj,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,F,Government,Never,0,0,NA,NA,NA,NA,1/12/2018 14:20,1/12/2018 14:24,IP Address,174.229.14.212,17,230,FALSE,1/19/2018 14:25,R_2tx3M57VpsdLgAT,,,email,EN,,,,,,,,,,5,1,1,3,5,7,9,12,16,17,20,,,,,,,,,,,,,,,,,,,,,,,,
2013,F,College Of Letters,Sybunt,63,3,6/20/2013,6/26/2015,5,Wesleyan Fund,1/12/2018 13:16,1/12/2018 14:51,IP Address,74.62.240.2,11,5664,FALSE,1/19/2018 14:51,R_3JlbzTMj2Xq368j,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than once,Very often,Often,Very often,More than once,Very often,Never,Very often,Very often,Often,
2018,F,African-American Studies,Never,0,0,NA,NA,NA,NA,1/12/2018 15:09,1/12/2018 15:12,IP Address,100.15.175.40,21,171,FALSE,1/19/2018 15:12,R_2rBMZWNfmcsQwHs,,,email,EN,,,,,,,,,,,,,,,,,,,,,3,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,,,,,,,,,,,,
2016,M,Biology,Never,0,0,NA,NA,NA,NA,1/12/2018 14:35,1/12/2018 15:13,IP Address,130.219.8.252,16,2317,FALSE,1/19/2018 15:13,R_2cq1kgqovJWaYqr,,,email,EN,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,
2014,M,Film Studies,Sybunt,100,1,11/30/2015,11/30/2015,100,Wesleyan Fund - Financial Aid,1/12/2018 15:19,1/12/2018 15:20,IP Address,170.115.248.25,11,56,FALSE,1/19/2018 15:20,R_27kZ28xa0FttfOz,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,F,English,Lybunt,35,3,4/30/2015,4/20/2017,10,Wesleyan Fund - Financial Aid,1/12/2018 15:34,1/12/2018 15:35,IP Address,209.196.192.8,11,42,FALSE,1/19/2018 15:35,R_3qVdocoRZKaqHEU,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,F,Psychology,Never,0,0,NA,NA,NA,NA,1/12/2018 15:55,1/12/2018 15:57,IP Address,73.4.122.170,16,81,FALSE,1/19/2018 15:57,R_1dbnT9R7Dc3yOyt,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
2013,F,English,Never,0,0,NA,NA,NA,NA,1/12/2018 16:02,1/12/2018 16:02,IP Address,69.75.48.155,11,31,FALSE,1/19/2018 16:02,R_p0ekDomTMI7voqZ,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,F,English,Sybunt,20.16,1,11/12/2015,11/12/2015,20,Coach's Fund - Women's Softball,1/12/2018 16:25,1/12/2018 16:26,IP Address,192.161.158.18,16,91,FALSE,1/19/2018 16:27,R_10Sp2gSm5IS9XTJ,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,
2015,F,English,Sybunt,25,1,11/12/2013,11/12/2013,25,Wesleyan Fund - Financial Aid,1/12/2018 17:30,1/12/2018 17:36,IP Address,104.173.241.217,37,376,FALSE,1/19/2018 17:36,R_2QA5gkqswZC8tRe,,,email,EN,,,,,,,,,,10,1,2,3,4,5,6,7,8,9,10,3,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,7,,,,,,,,,,,
2016,F,French Studies,Sybunt,0.52,1,5/12/2016,5/12/2016,1,Wesleyan Center for Prison Education,1/12/2018 19:31,1/12/2018 19:32,IP Address,114.125.55.88,16,46,FALSE,1/19/2018 19:32,R_2VgouaB1gfFcKJE,,,email,EN,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,F,Psychology,Lybunt,5,1,4/20/2017,4/20/2017,5,Wesleyan Fund - Financial Aid,1/12/2018 21:07,1/12/2018 21:08,IP Address,148.75.211.155,11,51,FALSE,1/19/2018 21:08,R_2b1Va2EX0WqMjTk,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,F,English,Never,0,0,NA,NA,NA,NA,1/12/2018 4:22,1/12/2018 23:12,IP Address,180.245.128.161,22,67789,FALSE,1/19/2018 23:12,R_1OpCwGdCdataUCY,,,email,EN,,,,,,,,,,,,,,,,,,,,,3,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,3,,,,,,,,,,,
2016,M,Psychology,Lybunt,55,2,3/10/2016,4/7/2017,10,Fund for Athletics,1/12/2018 23:20,1/12/2018 23:22,IP Address,121.99.154.129,11,70,FALSE,1/19/2018 23:22,R_2YLXO3c7nC5L0lU,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,F,American Studies,Never,0,0,NA,NA,NA,NA,1/11/2018 15:45,1/13/2018 2:17,IP Address,74.72.169.180,6,124294,FALSE,1/20/2018 2:17,R_33gnZz1xESS64lJ,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,M,Neuroscience And Behavior Program,Never,0,0,NA,NA,NA,NA,1/11/2018 22:40,1/13/2018 3:59,IP Address,169.230.191.159,6,105562,FALSE,1/20/2018 3:59,R_1gwJw92Xwm0XXs2,,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
